2.747538,	-0.001273,	1.338553,	-1.911517,	-0.372783,	-2.255911,	
-0.300816,	-0.006754,	-6.734757,	-9.977997,	2.596776,	-12.463304,	
-2.116690,	-0.000577,	9.386605,	-4.875325,	3.961860,	-2.820353,	
-0.003423,	-0.007165,	9.402000,	-0.942590,	10.344439,	-11.286956,	
0.532033,	-0.001331,	9.176038,	-2.014638,	8.669691,	-9.480121,	
-2.897160,	-0.002411,	5.554681,	-5.272006,	0.417548,	-4.867115,	
-2.638057,	-0.002907,	6.254744,	-5.683045,	1.040288,	-4.773339,	
2.407836,	-0.003264,	5.771385,	-6.009325,	0.896320,	-5.341705,	
0.485240,	-0.000346,	-13.709521,	-8.204571,	-5.299070,	-3.518064,	
-2.517111,	-0.002121,	4.651360,	-5.948281,	-0.124190,	-6.048878,	
2.520998,	-0.004399,	4.732891,	-5.814451,	-0.009133,	-5.821904,	
-0.194241,	-0.001071,	-14.425571,	-7.671664,	-6.651470,	-1.143907,	
-2.631295,	-0.001770,	4.115436,	-5.625544,	-0.635876,	-6.179859,	
2.354230,	-0.003341,	5.373851,	-6.063605,	0.720885,	-5.553161,	
-0.582015,	-0.002579,	-13.448916,	-7.926291,	-5.244153,	-3.538132,	
-2.712111,	-0.004866,	3.616243,	-5.374436,	-1.069715,	-6.344823,	
-1.619876,	-0.003805,	1.184619,	-8.004295,	0.411598,	-7.985666,	
1.089622,	-0.004786,	4.645478,	-6.926945,	4.370529,	-8.931150,	
0.775101,	-0.004775,	-1.026624,	-8.624047,	3.415962,	-11.052799,	
1.957334,	-0.002652,	7.463627,	-6.009272,	2.792782,	-4.949582,	
-0.147042,	-0.001661,	-14.250955,	-8.292776,	-5.921388,	-2.433855,	
-1.834384,	-0.003721,	7.945176,	-5.871531,	3.328106,	-5.016369,	
0.150436,	-0.004782,	-6.830799,	-9.828764,	2.812582,	-12.607532,	
-0.475937,	-0.005275,	-4.947133,	-9.567076,	2.969121,	-12.213358,	
2.384627,	-0.001413,	-6.826182,	-0.907601,	-5.092479,	-4.614381,	
-2.186248,	-0.003581,	-5.412228,	-3.433287,	-4.421568,	-5.973034,	
2.242847,	-0.004630,	-4.872075,	-3.426296,	-4.364582,	-6.159434,	
-2.572438,	-0.003511,	-6.650383,	0.079137,	-5.089463,	-4.198350,	
0.749558,	-0.003141,	-5.149360,	-9.638076,	1.284622,	-10.575653,	
-1.953982,	-0.005177,	-2.166250,	-6.457056,	-2.440919,	-7.357926,	
1.357423,	-0.001874,	5.776531,	-6.888184,	3.692635,	-7.663364,	
1.218699,	-0.002550,	-3.486958,	-8.907038,	-0.231868,	-8.827629,	
-1.843808,	-0.004382,	-2.398383,	-6.845642,	-2.184588,	-7.425455,	
0.937356,	-0.005069,	5.798037,	-5.965479,	5.624024,	-9.271438,	
1.364977,	-0.007729,	-3.892897,	-8.381368,	-1.143883,	-8.156255,	
2.344473,	-0.000457,	-8.558747,	2.339421,	-4.581111,	-0.863220,	
-1.688374,	-0.002187,	-3.416636,	-7.116446,	-2.132125,	-7.361927,	
0.345588,	-0.005030,	5.098445,	-4.558786,	8.390043,	-12.438384,	
1.505580,	-0.003941,	-4.107750,	-7.632919,	-1.823588,	-7.521249,	
-1.764078,	-0.001668,	0.021590,	-7.354713,	-0.702269,	-7.488455,	
1.336299,	-0.003079,	4.589016,	-7.080698,	3.190432,	-7.812449,	
0.557363,	-0.003116,	-1.100757,	-8.205671,	4.560660,	-12.068554,	
-0.809946,	-0.003112,	9.485076,	-2.642783,	7.435985,	-7.786910,	
0.064212,	-0.003790,	13.687918,	4.576150,	9.080419,	-4.483282,	
-1.637526,	-0.002635,	-0.075039,	-7.861053,	-0.289867,	-7.879619,	
0.855891,	-0.002893,	4.809401,	-6.186085,	5.626469,	-9.862184,	
1.061591,	-0.001139,	-1.533672,	-8.776992,	1.551743,	-9.531897,	
1.176778,	-0.006308,	8.581236,	-4.600785,	5.557512,	-6.701912,	
0.417099,	-0.000578,	-13.514452,	-8.404378,	-5.008463,	-3.826474,	
-1.983892,	-0.003101,	7.124322,	-6.060367,	2.557489,	-5.040939,	
-1.488646,	-0.004701,	1.418724,	-8.101381,	1.064732,	-8.193738,	
0.958341,	-0.006596,	4.261472,	-6.750499,	4.837169,	-9.505115,	
0.654808,	-0.010050,	-0.658503,	-8.265743,	4.234805,	-11.598553,	
-1.468858,	-0.002040,	1.945255,	-8.110198,	1.401057,	-8.255615,	
1.059176,	-0.001917,	4.140966,	-7.053850,	4.303606,	-9.153661,	
0.460248,	-0.005819,	-0.576918,	-7.932577,	5.415909,	-12.770839,	
-1.524414,	-0.003045,	-5.525302,	-7.275808,	-2.586071,	-7.148039,	
-0.581976,	-0.008476,	5.808708,	-4.788665,	7.595266,	-11.168742,	
1.739755,	-0.002658,	-5.522560,	-5.903727,	-3.313706,	-6.469626,	
-2.014009,	-0.000036,	-8.937394,	-0.583744,	-5.058975,	-2.753090,	
-0.082278,	-0.000150,	13.988197,	5.480449,	8.469224,	-2.960229,	
2.444580,	-0.000915,	-7.713877,	1.462183,	-4.671198,	-2.122262,	
-1.822398,	-0.000841,	-3.787246,	-6.186449,	-2.745711,	-6.867773,	
1.043638,	-0.007499,	5.796021,	-6.047224,	5.018232,	-8.539204,	
1.281566,	-0.004306,	-3.841147,	-8.436836,	-0.765063,	-8.221788,	
-2.447412,	-0.002777,	-3.486033,	-2.887545,	-4.036911,	-5.983042,	
-0.243569,	-0.001035,	-11.115389,	-9.921436,	-1.403385,	-8.559125,	
2.718434,	-0.003718,	3.706559,	-5.241463,	-0.926839,	-6.087961,	
0.752887,	-0.002932,	-11.233693,	-8.794922,	-3.287143,	-6.402836,	
-0.756647,	-0.004233,	7.611012,	-4.160079,	7.258183,	-9.458853,	
0.570735,	-0.005726,	-10.423344,	-9.690956,	-1.772027,	-8.205295,	
0.128537,	-0.009747,	9.794011,	-0.461732,	10.060182,	-10.425879,	
0.852480,	-0.003609,	9.277564,	-2.948962,	7.138253,	-7.627350,	
0.068221,	-0.003354,	10.625777,	0.505250,	10.070318,	-9.539284,	
2.182900,	-0.000640,	0.772861,	-6.013090,	-1.608722,	-6.938288,	
1.762303,	-0.003623,	8.708940,	-5.087729,	3.935202,	-4.324718,	
-0.002027,	-0.003937,	-6.997969,	-9.751144,	2.753148,	-12.504287,	
-0.641210,	-0.004697,	-2.695288,	-9.022083,	3.369549,	-11.731784,	
-2.480918,	-0.003274,	1.527330,	-5.360490,	-1.952835,	-6.898475,	
2.446263,	-0.002806,	1.789834,	-5.446139,	-1.706179,	-6.759277,	
0.675873,	-0.009424,	-2.787408,	-9.034646,	3.004139,	-11.360544,	
-0.863866,	-0.009396,	-1.705699,	-8.989604,	2.675229,	-10.746209,	
-1.420118,	-0.000853,	5.034356,	-7.292090,	3.102908,	-7.760480,	
1.860236,	-0.004040,	-0.472617,	-7.081434,	-1.315633,	-7.462026,	
2.312466,	-0.002361,	-1.274160,	-4.919676,	-2.988380,	-6.943581,	
1.765430,	-0.003068,	6.876342,	-6.383266,	2.866578,	-5.820224,	
1.061685,	-0.000631,	-12.196864,	-5.900035,	-5.289026,	-3.325074,	
-1.075584,	-0.000594,	-12.108127,	-5.976810,	-5.223469,	-3.491792,	
-1.872083,	-0.000598,	6.627819,	-6.525239,	2.455284,	-5.798038,	
2.286743,	-0.002227,	-2.245128,	-4.551392,	-3.343915,	-6.751722,	
-0.129647,	-0.004184,	-9.797650,	-10.137201,	0.255864,	-10.391054,	
-0.814947,	-0.006831,	-3.348200,	-9.250712,	1.998256,	-10.631231,	
-2.445255,	-0.006310,	2.053106,	-5.565143,	-1.547549,	-6.746131,	
2.469729,	-0.001511,	1.576990,	-5.292783,	-1.854625,	-6.746072,	
0.603525,	-0.002490,	-2.608535,	-8.882420,	3.542736,	-11.794281,	
-0.677535,	-0.000906,	10.141209,	-1.680587,	8.226168,	-8.094430,	
-1.239730,	-0.000079,	-8.186922,	-7.831954,	-2.977654,	-6.863841,	
-2.138801,	-0.002785,	4.990736,	-6.568410,	0.859645,	-6.107982,	
2.222163,	-0.003536,	-1.862181,	-5.144296,	-3.066556,	-7.012079,	
-0.235682,	-0.007757,	-10.350189,	-10.179000,	-0.413342,	-9.776348,	
-0.469649,	-0.001707,	-4.748010,	-9.486885,	3.090307,	-12.244979,	
2.347731,	-0.001681,	-7.139631,	-0.699734,	-5.064468,	-4.256483,	
-2.097038,	-0.005601,	-5.242265,	-4.061586,	-4.144027,	-6.122975,	
1.739870,	-0.002531,	-9.765296,	-2.708657,	-5.189583,	-3.594850,	
-1.653182,	-0.002528,	-7.599065,	-5.605613,	-4.035960,	-5.927570,	
-0.115352,	-0.008313,	5.895502,	-3.751157,	9.516572,	-13.213263,	
1.645678,	-0.002080,	-8.026546,	-5.217025,	-4.226320,	-5.541965,	
-1.717655,	-0.003692,	-9.446850,	-3.294995,	-5.009476,	-4.009738,	
1.689666,	-0.001873,	5.742819,	-6.960384,	2.470143,	-6.662858,	
1.245528,	-0.008117,	-5.010996,	-8.673624,	-1.211951,	-8.295664,	
1.192316,	-0.000296,	11.689974,	-1.229734,	6.516205,	-3.635736,	
-1.150331,	-0.000839,	12.497514,	0.433959,	6.722130,	-2.315063,	
0.935245,	-0.002823,	12.495953,	0.734354,	7.308752,	-3.587657,	
0.541940,	-0.010010,	8.231383,	-2.866180,	8.370543,	-9.993731,	
0.185296,	-0.001997,	-4.470313,	-9.130859,	4.350047,	-13.404832,	
1.951626,	-0.001569,	7.333966,	-6.071439,	2.723847,	-5.055045,	
-0.359893,	-0.003234,	-13.687138,	-8.614417,	-5.004747,	-3.924626,	
-1.088787,	-0.002787,	8.658097,	-4.448476,	6.019239,	-7.253607,	
-1.073760,	-0.003386,	-7.168489,	-8.886648,	-1.641266,	-8.099174,	
-2.779653,	-0.005063,	0.709780,	-4.309887,	-2.935188,	-7.049612,	
-1.225748,	-0.004808,	10.282873,	-3.256241,	6.055198,	-5.331739,	
-0.952422,	-0.004021,	0.016798,	-8.591338,	3.027116,	-10.356096,	
-0.377966,	-0.004069,	3.486581,	-5.750266,	7.799130,	-13.010563,	
1.227313,	-0.004279,	0.864957,	-8.311518,	1.921628,	-8.950914,	
1.737346,	-0.002016,	8.715301,	-5.160121,	3.980819,	-4.492263,	
-0.993924,	-0.001785,	-6.229723,	-9.238498,	-0.692097,	-8.859991,	
-2.920657,	-0.001923,	-0.650950,	-3.387701,	-3.770676,	-7.065126,	
-0.210536,	-0.010515,	-5.375861,	-9.408153,	3.698699,	-13.033108,	
2.517811,	-0.000744,	-3.575720,	-2.950596,	-4.455073,	-6.568603,	
-0.448451,	-0.001024,	-7.012204,	-9.941165,	1.642864,	-11.422310,	
-0.085949,	-0.000458,	7.602459,	-2.432462,	9.953466,	-12.349576,	
-0.276937,	-0.000448,	-2.108310,	-8.419242,	5.575677,	-13.783152,	
-2.812504,	-0.003300,	-1.243259,	-3.384729,	-4.015214,	-7.180172,	
-1.799493,	-0.005121,	-0.648026,	-7.394835,	-1.172621,	-7.654827,	
1.108659,	-0.001493,	5.347411,	-6.607867,	4.596534,	-8.651145,	
1.122721,	-0.005359,	-2.288610,	-8.937694,	0.847938,	-9.300948,	
0.022278,	-0.003921,	-8.606687,	-10.135460,	1.524248,	-11.659185,	
-1.625388,	-0.007906,	-1.345865,	-7.919676,	-0.858667,	-7.959748,	
0.416789,	-0.011333,	4.721038,	-5.074608,	7.964828,	-12.320588,	
1.393925,	-0.002919,	-2.379010,	-8.387329,	-0.470731,	-8.305857,	
-0.820339,	-0.007888,	-4.541350,	-9.452052,	1.282891,	-10.334324,	
-3.034004,	-0.001772,	-2.024318,	-2.464304,	-4.421233,	-6.859125,	
0.912313,	-0.003478,	-9.230811,	-8.974304,	-2.310730,	-7.566692,	
0.248215,	-0.006374,	-7.693023,	-10.058810,	1.919792,	-11.916720,	
-2.248316,	-0.005397,	-2.447615,	-4.909708,	-3.414136,	-7.035516,	
2.982247,	-0.002160,	-6.162869,	0.827297,	-5.217909,	-4.326285,	
-2.863682,	-0.004661,	-5.640140,	0.089235,	-5.153767,	-4.860141,	
-0.274485,	-0.002270,	-0.832967,	-7.875651,	6.297447,	-13.941211,	
-1.487933,	-0.000438,	4.220582,	-7.625945,	2.435984,	-7.828633,	
1.735163,	-0.003553,	1.570047,	-7.637549,	0.148864,	-7.612669,	
1.811736,	-0.003692,	8.624243,	-5.391640,	3.769765,	-4.478608,	
-1.524122,	-0.004006,	2.258940,	-8.057963,	1.335283,	-8.125606,	
1.219077,	-0.001794,	4.133333,	-7.362775,	3.536574,	-8.575208,	
0.296569,	-0.005283,	-0.597738,	-7.722577,	6.225470,	-13.666578,	
-2.961626,	-0.004471,	-2.585320,	-2.212756,	-4.605646,	-6.740289,	
0.891622,	-0.004982,	-9.101868,	-9.123250,	-2.115474,	-7.802631,	
0.076185,	-0.001426,	12.440007,	2.388165,	9.998923,	-7.580659,	
-2.782046,	-0.001111,	7.764315,	-4.416487,	3.229758,	-1.394516,	
2.242444,	-0.001458,	8.459880,	-4.825832,	3.383107,	-2.716746,	
-2.978449,	-0.004294,	5.496669,	-5.326541,	0.238009,	-5.091861,	
1.258794,	-0.002481,	11.805268,	-1.006627,	6.350555,	-2.941020,	
0.028094,	-0.006194,	-6.830269,	-9.872135,	3.032500,	-12.902852,	
0.161857,	-0.001455,	-8.131045,	-10.184428,	1.868480,	-12.028047,	
-2.472659,	-0.004491,	-3.230913,	-3.510217,	-4.301644,	-6.872769,	
-0.811744,	-0.002918,	-6.568088,	-9.866053,	0.159460,	-9.976136,	
1.761872,	-0.000313,	-11.199432,	0.726909,	-5.632483,	-0.344516,	
-1.648737,	-0.005110,	-5.083724,	-7.156109,	-2.809663,	-7.360558,	
-0.396962,	-0.004534,	5.712990,	-4.542499,	8.645708,	-12.530988,	
1.792871,	-0.005067,	-4.496327,	-6.439079,	-3.050530,	-7.126036,	
-2.249048,	-0.001418,	-8.991194,	1.082812,	-5.170698,	-2.155742,	
0.498439,	-0.012560,	-3.532135,	-9.282344,	3.683474,	-12.495278,	
-0.281594,	-0.000098,	9.424758,	-1.364964,	9.966866,	-10.939544,	
-1.821728,	-0.000246,	10.868284,	-2.500011,	5.286722,	-1.188540,	
2.033587,	-0.002223,	6.281065,	-6.513114,	1.868000,	-5.675438,	
0.743417,	-0.000451,	-13.789524,	-5.767547,	-6.544622,	-0.951655,	
-0.980948,	-0.003399,	-12.287139,	-6.804960,	-5.026966,	-3.994602,	
-2.578900,	-0.001872,	3.272187,	-5.673933,	-1.182697,	-6.673102,	
2.460474,	-0.000677,	2.877681,	-5.793681,	-1.164712,	-6.699006,	
1.155352,	-0.003492,	-6.799622,	-8.727167,	-1.796655,	-8.007787,	
-1.176403,	-0.001217,	1.886457,	-8.315854,	2.749764,	-9.375536,	
0.609286,	-0.004241,	3.433234,	-6.397389,	6.506894,	-11.717574,	
0.635241,	-0.004959,	-0.045469,	-8.096274,	4.751906,	-11.907189,	
2.497283,	-0.000614,	-5.343045,	-1.638718,	-4.891847,	-5.551623,	
-2.618704,	-0.001107,	-5.904239,	-0.467829,	-5.046050,	-4.836834,	
0.822427,	-0.007253,	-6.489039,	-9.641348,	0.012920,	-9.650070,	
2.060000,	-0.002851,	-8.224714,	-1.865075,	-5.124848,	-4.286244,	
-1.909402,	-0.001732,	-6.428803,	-4.671476,	-4.216805,	-6.065289,	
1.135032,	-0.005594,	6.830012,	-5.981865,	5.106324,	-8.111334,	
1.463277,	-0.000802,	-7.475812,	-6.974119,	-3.385689,	-6.613494,	
2.325138,	-0.005065,	-2.994475,	-4.265291,	-3.886742,	-6.941278,	
-0.504744,	-0.001048,	-6.495889,	-9.918928,	1.777139,	-11.475354,	
-2.812477,	-0.000824,	3.962009,	-5.469452,	-1.097255,	-6.507523,	
-1.208188,	-0.005708,	-8.096497,	-8.377249,	-2.716209,	-7.399291,	
-2.570237,	-0.000945,	2.353778,	-5.698718,	-1.884250,	-7.282727,	
2.560917,	-0.005185,	2.615547,	-5.689599,	-1.664552,	-7.086034,	
1.193257,	-0.006808,	-8.958726,	-8.001112,	-3.242797,	-6.826256,	
0.799231,	-0.003198,	7.479875,	-4.575309,	7.026595,	-9.458525,	
-1.181544,	-0.001635,	-10.341683,	-7.305737,	-4.074834,	-5.753190,	
-2.493927,	-0.000276,	3.416788,	-6.050276,	-1.031518,	-6.872734,	
2.640764,	-0.004156,	5.082835,	-5.808872,	-0.019696,	-5.826188,	
0.574436,	-0.001457,	-7.425442,	-10.027150,	0.759229,	-10.663921,	
-0.975208,	-0.007441,	-7.823750,	-9.289471,	-1.522516,	-8.425991,	
2.890452,	-0.001582,	-4.293151,	-1.249679,	-5.187681,	-6.276653,	
-1.442622,	-0.001767,	0.780984,	-8.355493,	0.939717,	-8.477258,	
0.601596,	-0.005610,	4.141845,	-5.926105,	6.796117,	-11.507385,	
1.023206,	-0.009819,	-0.736953,	-8.716703,	2.145427,	-9.815642,	
0.053453,	-0.009510,	7.734168,	-2.304660,	9.994689,	-12.279544,	
-2.376615,	-0.005461,	0.321083,	-5.441378,	-2.413181,	-7.173089,	
0.164921,	-0.000094,	8.931745,	-1.349515,	9.993274,	-11.207040,	
-1.385039,	-0.000171,	-6.297402,	-7.747907,	-2.474854,	-7.290409,	
-1.298895,	-0.002801,	6.541944,	-6.347676,	4.289731,	-7.511309,	
1.673615,	-0.003278,	-9.123271,	-3.818568,	-4.790686,	-4.325889,	
-1.648551,	-0.000490,	-8.380670,	-4.803930,	-4.388814,	-5.142697,	
0.418863,	-0.011740,	6.130199,	-4.068731,	8.369267,	-11.674004,	
1.490491,	-0.004431,	-8.658835,	-5.696069,	-4.125382,	-5.383355,	
-1.533398,	-0.002025,	-10.361934,	-3.613311,	-5.113734,	-3.411765,	
1.094529,	-0.001096,	6.714908,	-5.659114,	5.195673,	-8.036088,	
1.397926,	-0.001223,	-7.674210,	-6.941173,	-3.292336,	-6.378824,	
2.120226,	-0.004593,	-5.359609,	-3.526292,	-4.186867,	-5.729053,	
-2.314359,	-0.004194,	-6.579434,	-1.177458,	-4.769081,	-4.390968,	
-0.849457,	-0.006240,	-6.573817,	-9.353935,	-0.226525,	-9.203281,	
3.012485,	-0.001383,	-2.513322,	-1.908189,	-4.335622,	-6.208495,	
-0.188233,	-0.006032,	-0.928329,	-7.643175,	6.378900,	-13.916486,	
-1.690139,	-0.000143,	4.035648,	-7.228283,	1.599346,	-7.038092,	
1.925309,	-0.001513,	-2.678827,	-5.963611,	-2.532569,	-6.846344,	
-1.514395,	-0.003363,	-3.017007,	-7.754605,	-1.279198,	-7.678200,	
-0.046748,	-0.009747,	4.582863,	-4.386685,	8.954292,	-13.334849,	
1.523886,	-0.004197,	-3.227669,	-7.537138,	-1.454243,	-7.475042,	
-2.182397,	-0.000799,	-2.922016,	-4.385387,	-3.253691,	-6.251458,	
-0.106988,	-0.004108,	-10.530248,	-9.867696,	-0.707267,	-9.164169,	
0.710391,	-0.006170,	8.282039,	-3.131017,	7.435511,	-8.737906,	
0.422314,	-0.005729,	-5.789293,	-9.424340,	2.375483,	-11.585506,	
-0.028045,	-0.006299,	-8.818187,	-9.951407,	1.130332,	-11.081472,	
-0.131995,	-0.000818,	-7.375275,	-9.779963,	2.281628,	-12.041989,	
0.659156,	-0.000364,	12.319902,	1.400669,	8.152238,	-5.041936,	
-1.452255,	-0.002719,	-6.742219,	-7.089183,	-2.964028,	-6.730643,	
-0.878455,	-0.006150,	6.401535,	-5.292248,	6.180249,	-9.266536,	
1.656132,	-0.000233,	-8.344922,	-4.534741,	-4.382243,	-4.909264,	
-1.681902,	-0.003586,	-8.735405,	-3.998625,	-4.608792,	-4.493208,	
1.342662,	-0.004895,	6.207569,	-6.359381,	3.903396,	-7.223554,	
1.295425,	-0.001600,	-5.281249,	-8.208062,	-1.589118,	-7.778420,	
-1.762716,	-0.002962,	2.471631,	-7.411846,	0.549403,	-7.308648,	
1.813523,	-0.006558,	1.472414,	-7.230742,	-0.160631,	-7.270371,	
1.995540,	-0.002989,	7.051203,	-5.943213,	2.508793,	-4.902544,	
-0.363513,	-0.000035,	-13.878846,	-7.956440,	-5.719314,	-2.610792,	
-1.976134,	-0.001328,	7.387332,	-5.855222,	2.755724,	-4.771922,	
-0.973960,	-0.005497,	-6.343940,	-9.219381,	-0.667391,	-8.841260,	
-2.970099,	-0.005013,	-0.880187,	-3.124759,	-3.838059,	-6.903186,	
0.139959,	-0.001141,	-3.396064,	-8.699329,	5.115636,	-13.764126,	
2.925988,	-0.001517,	3.715581,	-5.110873,	-1.223394,	-6.306338,	
-0.411398,	-0.000661,	-8.963431,	-10.054262,	0.219577,	-10.255576,	
-0.540015,	-0.001376,	13.945426,	4.888042,	7.718479,	-1.737558,	
-2.567969,	-0.003971,	-1.571092,	-3.859113,	-3.700847,	-6.959602,	
2.910368,	-0.000007,	2.944967,	-5.015437,	-1.840353,	-6.806814,	
0.585464,	-0.006138,	-7.041580,	-9.930462,	0.916220,	-10.690969,	
2.045403,	-0.000175,	-8.729846,	-1.164478,	-5.171461,	-3.528585,	
-1.820642,	-0.002021,	-5.975622,	-5.455500,	-3.770348,	-6.380351,	
0.657350,	-0.003404,	6.253618,	-4.798477,	7.294675,	-10.557841,	
1.531100,	-0.003238,	-7.080811,	-6.610192,	-3.422210,	-6.485454,	
-1.589631,	-0.000254,	-11.181774,	-1.642228,	-5.607111,	-1.746409,	
-0.195870,	-0.005190,	9.002467,	-1.390440,	10.008206,	-11.217253,	
3.018145,	-0.004437,	-5.353318,	0.098101,	-5.182849,	-5.048087,	
-0.244972,	-0.009143,	-8.665925,	-10.102574,	1.097125,	-11.169331,	
-1.687176,	-0.007367,	0.565269,	-7.900834,	-0.148036,	-7.916940,	
1.042021,	-0.002471,	4.954578,	-6.702305,	4.761487,	-9.094199,	
0.988229,	-0.000680,	-1.490810,	-8.906690,	2.004976,	-10.008629,	
-0.834034,	-0.007872,	-6.287550,	-9.659051,	0.167725,	-9.772719,	
2.593075,	-0.001929,	-6.316133,	-0.223001,	-5.122668,	-4.599310,	
-2.364940,	-0.003950,	-5.053345,	-2.574614,	-4.603104,	-5.845071,	
-0.619868,	-0.007011,	-0.835040,	-8.475089,	4.581733,	-12.222985,	
-1.185269,	-0.000500,	4.521223,	-7.330411,	3.918331,	-8.805704,	
1.584890,	-0.005853,	1.675707,	-7.955622,	0.758664,	-7.940490,	
0.999104,	-0.002200,	10.859382,	-2.008631,	6.986915,	-5.776006,	
-0.954356,	-0.002893,	10.747054,	-1.861589,	7.112143,	-5.990138,	
-1.386802,	-0.004936,	1.455052,	-8.203927,	1.524802,	-8.490298,	
0.796054,	-0.006495,	3.993067,	-6.479062,	5.599461,	-10.369992,	
0.690402,	-0.000112,	-0.477090,	-8.220686,	4.169065,	-11.434696,	
-0.343698,	-0.002168,	12.705861,	2.481220,	9.322207,	-6.302568,	
0.560743,	-0.000247,	13.143593,	2.853027,	8.361210,	-4.226651,	
2.933312,	-0.002197,	6.657720,	-4.875336,	1.809768,	-3.103863,	
1.064383,	-0.002744,	11.294375,	-1.635289,	6.838286,	-4.935736,	
-0.193304,	-0.004098,	9.694226,	-0.698918,	10.026012,	-10.546004,	
1.655373,	-0.003250,	9.886331,	-4.073493,	4.782914,	-3.653967,	
3.136739,	-0.002847,	4.235561,	-5.142709,	-0.907134,	-6.049840,	
-0.789269,	-0.002047,	9.929819,	-2.385517,	7.732970,	-7.843572,	
1.201009,	-0.003644,	8.449367,	-4.991736,	5.468725,	-6.949630,	
-0.270180,	-0.003509,	-13.088987,	-9.509981,	-3.660923,	-5.978459,	
-0.437691,	-0.003948,	-11.012277,	-10.008302,	-1.640920,	-8.519333,	
-0.568050,	-0.000449,	12.704441,	1.664045,	8.767349,	-5.728528,	
0.580213,	-0.002707,	13.117702,	2.467951,	8.485969,	-4.616633,	
-1.745052,	-0.003593,	-0.224473,	-7.800220,	-0.785949,	-7.933702,	
0.913316,	-0.009120,	5.306719,	-6.304287,	5.573039,	-9.669734,	
1.238692,	-0.001366,	-2.316801,	-8.892297,	0.301340,	-8.990154,	
-0.511267,	-0.009531,	-5.557998,	-9.748057,	2.427169,	-11.876074,	
2.619769,	-0.000090,	-4.647583,	-1.819901,	-4.986724,	-6.143173,	
-1.658556,	-0.006951,	-3.204553,	-7.506140,	-1.911456,	-7.660435,	
0.087893,	-0.005348,	4.945367,	-4.374149,	9.220586,	-13.554683,	
1.597678,	-0.003710,	-3.701567,	-7.494273,	-1.966316,	-7.554416,	
-0.409818,	-0.007386,	-9.424337,	-10.033182,	-0.167067,	-9.879463,	
2.038178,	-0.002423,	-8.309157,	-1.855410,	-5.096859,	-4.162822,	
-1.884803,	-0.004762,	-6.396632,	-4.811046,	-4.121275,	-6.065314,	
1.062545,	-0.007143,	6.740845,	-5.808605,	5.387287,	-8.396645,	
1.463368,	-0.004335,	-7.305675,	-6.983803,	-3.311016,	-6.643064,	
3.133975,	-0.002314,	5.206173,	-5.409205,	-0.202950,	-5.612153,	
2.712133,	-0.004242,	-0.590766,	-4.188117,	-3.765196,	-7.618019,	
0.450880,	-0.005499,	-2.400098,	-8.873256,	4.659967,	-13.056294,	
2.326439,	-0.001079,	4.575162,	-6.650567,	0.006067,	-6.646402,	
1.224760,	-0.001965,	-10.836832,	-6.804346,	-4.528425,	-5.276809,	
-1.094516,	-0.000577,	-13.234656,	-4.616075,	-6.212344,	-1.764677,	
-1.436316,	-0.003217,	7.825199,	-6.329027,	4.388309,	-6.931378,	
0.121063,	-0.001947,	-13.259634,	-9.999532,	-3.286186,	-6.738177,	
-1.399037,	-0.002504,	8.846067,	-5.546873,	4.978735,	-6.410102,	
-2.052585,	-0.000809,	9.256954,	-5.367757,	3.792685,	-3.613077,	
1.833719,	-0.004236,	7.752622,	-6.396233,	3.141502,	-5.566902,	
-0.484715,	-0.001046,	-12.528574,	-9.570975,	-3.334372,	-6.619074,	
0.106827,	-0.002063,	7.509879,	-2.643667,	10.019556,	-12.603881,	
0.432521,	-0.001202,	-13.075174,	-9.335817,	-3.912748,	-5.785361,	
-2.206433,	-0.004040,	6.517425,	-6.532836,	1.610896,	-5.581707,	
0.807642,	-0.002279,	11.481180,	-0.905817,	7.940759,	-6.381411,	
2.091344,	-0.003193,	6.061848,	-6.755528,	1.533397,	-5.988642,	
0.977591,	-0.002438,	-13.182312,	-5.706289,	-5.920345,	-2.408662,	
-1.073282,	-0.000652,	-12.165728,	-6.547212,	-5.100981,	-4.109886,	
-2.495160,	-0.002361,	3.762345,	-6.166615,	-0.843389,	-6.838639,	
2.681978,	-0.000990,	5.942770,	-5.786883,	0.630346,	-5.221675,	
0.511642,	-0.002369,	10.709818,	-0.633507,	9.069080,	-8.530679,	
0.782457,	-0.002583,	9.537121,	-2.710750,	7.638219,	-8.113718,	
-1.433210,	-0.004516,	10.025297,	-4.113900,	5.357694,	-4.872681,	
-1.408483,	-0.008226,	1.461500,	-8.387802,	1.463590,	-8.636194,	
0.721000,	-0.001909,	4.108233,	-6.345932,	6.167564,	-10.970889,	
0.879874,	-0.006994,	-0.543345,	-8.655453,	3.076972,	-10.599615,	
2.322568,	-0.000076,	2.828948,	-6.259758,	-0.943188,	-6.903946,	
0.943169,	-0.005670,	-3.662552,	-9.402201,	1.093274,	-10.039173,	
-1.125078,	-0.004456,	-2.888672,	-9.218669,	0.619980,	-9.488436,	
-1.506308,	-0.000918,	5.502618,	-7.303493,	2.996388,	-7.499338,	
1.974415,	-0.004954,	-1.660786,	-6.494535,	-2.302234,	-7.409213,	
-0.040685,	-0.005978,	-8.581561,	-10.219958,	1.630280,	-11.849257,	
-1.624101,	-0.006670,	-1.229491,	-8.062404,	-0.803544,	-8.099863,	
0.346829,	-0.009626,	4.680336,	-5.000253,	8.349556,	-12.824954,	
